,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8576,6601284,Gorgeous Garden Apartment in Park Slope,1021060,Marc,Brooklyn,South Slope,40.66564,-73.98465,Entire home/apt,145,3,133,2019-07-07,3.69,1,277
8577,6601606,Large Lower East Side Room with a View,6864230,Danica,Manhattan,Lower East Side,40.713429999999995,-73.98826,Private room,125,1,0,,,1,0
8584,6609293,Spacious brownstone apt in Park Sl,26228337,Jon,Brooklyn,Park Slope,40.6801,-73.97918,Entire home/apt,120,7,20,2018-05-18,0.43,1,0
8586,6610244,Sunny Jewel In Historic Harlem,7701992,Grace,Manhattan,Harlem,40.825359999999996,-73.94383,Entire home/apt,130,1,0,,,1,0
8587,6610516,Bright and Sunny 2 Bedroom,5753744,Rindon,Brooklyn,Prospect-Lefferts Gardens,40.660579999999996,-73.95825,Entire home/apt,130,4,2,2015-08-21,0.04,2,0
8604,6619589,PRIVATE MODERN ENTIRE APT FOR YOU,4265630,Nowme And Ra,Brooklyn,Flatbush,40.64683,-73.95429,Entire home/apt,110,3,58,2019-06-24,1.18,2,205
8605,6619797,Sunny Apartment near Columbia & beautiful parks!,4769812,Georgina,Manhattan,Harlem,40.812870000000004,-73.95186,Entire home/apt,120,10,7,2019-03-29,0.19,1,8
8634,6638446,"Modern, Spacious 2BR Apartment",23032146,Florian,Manhattan,Washington Heights,40.84239,-73.93574,Entire home/apt,139,4,3,2016-09-27,0.07,1,0
8636,6639120,King Bed in Trendy Lower East Side,240740,Ariel,Manhattan,Lower East Side,40.7192,-73.99139,Private room,140,1,221,2019-06-18,4.59,1,187
8640,6644669,1 bedroom Upper West Side apartment,34779392,Joseph,Manhattan,Upper West Side,40.77689,-73.98103,Entire home/apt,135,5,8,2019-05-18,0.16,1,0
8646,6647114,COZY CORNER GREENWICH VILLAGE,3579116,Kristin,Manhattan,West Village,40.73267,-74.00379000000001,Private room,140,3,64,2019-06-20,1.29,2,5
8652,6652755,The Art Loft! Spacious and Bright!,16718896,Kim,Brooklyn,Bedford-Stuyvesant,40.6924,-73.96029,Entire home/apt,145,5,25,2018-01-02,0.51,1,0
8655,6654202,Great One bedroom in Midtown East,34824417,Kate,Manhattan,Murray Hill,40.74522,-73.97505,Entire home/apt,145,5,18,2019-06-01,0.38,1,179
8668,6660117,Cosi 2 Beds East Village- 2 months Minimum,2196224,Sally,Manhattan,East Village,40.73082,-73.98182,Entire home/apt,120,30,0,,,4,213
8675,6662112,Charming Manhattan 2 Bedroom,29212339,Linda,Manhattan,Harlem,40.799820000000004,-73.95405,Entire home/apt,140,1,52,2019-05-28,1.05,1,222
8681,6669443,Bedroom with Empire St Bldg View!,8816218,Alexa,Brooklyn,Williamsburg,40.71162,-73.94551,Private room,125,1,0,,,1,0
8689,6674342,NYC Hell's Kitchen/Midtown West 1BR,5143511,Danyel,Manhattan,Hell's Kitchen,40.76127,-73.99161,Entire home/apt,125,3,0,,,1,0
8690,6674363,"New Building, Best Location in NYC",6725667,Megan,Manhattan,Chelsea,40.73969,-73.99446999999999,Private room,130,3,11,2019-05-11,0.23,1,106
8696,6678277,Charming Grand Central Two Bedroom Apartment (4R),34954047,Heather,Manhattan,Murray Hill,40.74912,-73.98007,Entire home/apt,145,30,2,2016-05-11,0.05,1,189
8698,6679063,Luxury Apt near Time Square,7409073,Leiya,Manhattan,Hell's Kitchen,40.75885,-73.99584,Private room,130,7,2,2015-11-07,0.04,1,0
8701,6684697,"Modern Williamsburg apt w/Gym, Roof",315082,Nicholas,Brooklyn,Williamsburg,40.70877,-73.94889,Entire home/apt,125,3,20,2017-05-07,0.4,1,0
8703,6686140,1 bedroom apartment in Nolita,6743604,Lauren,Manhattan,Nolita,40.72227,-73.99526,Entire home/apt,130,1,13,2016-10-09,0.26,1,0
8714,6692213,Well Furnished Upper East Side Studio,6847312,David & Derek,Manhattan,Upper East Side,40.78165,-73.94825,Entire home/apt,127,2,30,2019-03-17,0.62,1,0
8715,6692573,Sunny 1BR in hip East Village,35030648,Corey,Manhattan,East Village,40.72354,-73.9819,Private room,108,2,17,2016-08-01,0.35,1,0
8729,6703106,"Cozy 1BR in Williamsburg, Brooklyn",34841020,Tara,Brooklyn,Williamsburg,40.71056,-73.94906,Private room,110,1,1,2015-06-18,0.02,1,0
8732,6705558,Spacious Bright Room in Heart of Williamsburg NY,16462666,Ali,Brooklyn,Williamsburg,40.71506,-73.96181999999999,Private room,103,2,1,2017-02-15,0.03,3,0
8735,6706074,Beautiful neighborhood,25071191,Khamis,Queens,Ditmars Steinway,40.78112,-73.91079,Entire home/apt,110,5,5,2018-09-10,0.1,1,0
8747,6716066,Harlem/Columbia historic landmark,6226676,Aparna,Manhattan,Harlem,40.80748,-73.94922,Entire home/apt,120,2,1,2015-06-24,0.02,1,0
8768,6729589,Sunny 1.5 BR  Charmer!,6386894,Adrienne,Brooklyn,Boerum Hill,40.68542,-73.98916,Entire home/apt,115,4,13,2019-05-14,0.64,2,18
8771,6731170,Nice & Sweet Apartment in Manhhatan,24131487,Liu,Manhattan,Harlem,40.80352,-73.95079,Entire home/apt,109,3,1,2015-08-29,0.02,1,0
8774,6731564,1 bedroom apt in Astoria,35254359,Romain,Queens,Astoria,40.76774,-73.92414000000001,Entire home/apt,120,1,0,,,1,0
8780,6738207,Heart of Lower East Side,8965532,Claire,Manhattan,Lower East Side,40.71937,-73.99098000000001,Entire home/apt,120,1,11,2017-06-29,0.27,1,0
8789,6747106,New York apt in beautiful area for Summer,2388537,Andrea,Manhattan,Morningside Heights,40.81666,-73.96074,Entire home/apt,105,15,33,2019-01-02,0.69,2,5
8796,6748933,Cozy 1 BR in ideal location,1490702,Amanda,Manhattan,Chelsea,40.741209999999995,-74.00121999999999,Entire home/apt,145,6,2,2017-06-26,0.04,1,0
8801,6750443,Stunning & Comfortable Home in Williamsburg,35288455,Gabriela,Brooklyn,Williamsburg,40.71154,-73.96424,Entire home/apt,147,3,55,2018-12-26,1.29,1,5
8811,6760893,Central Park / Full Apartment / 5th Ave,11631535,Scott,Manhattan,East Harlem,40.79596,-73.94958000000001,Entire home/apt,124,3,6,2016-08-26,0.14,1,0
8816,6764316,GIANT LOFT IN DUMBO -- BY BROOKLYN BRIDGE PARK,362418,Julia,Brooklyn,DUMBO,40.703179999999996,-73.9878,Private room,125,3,181,2019-07-05,3.67,1,111
8819,6765965,Williamsburg Cozy Apartement,35421272,Joffrey,Brooklyn,Williamsburg,40.71128,-73.954,Entire home/apt,119,4,6,2016-09-26,0.12,1,0
8823,6766875,"2 bedroom apartment, Fort Greene",35426480,Loukia,Brooklyn,Fort Greene,40.69297,-73.9741,Entire home/apt,145,25,1,2015-07-21,0.02,1,0
8824,6766894,"Private room, Williamsburg Brooklyn",27103894,Lee,Brooklyn,Williamsburg,40.70965,-73.94411,Private room,115,1,0,,,1,0
8825,6766908,Renovated & Spacious Apt.,308930,Andres,Brooklyn,Prospect-Lefferts Gardens,40.655770000000004,-73.95903,Entire home/apt,130,5,7,2017-12-18,0.15,1,0
8827,6767603,Quiet and spacious midtown apt,35432501,Sterling,Manhattan,Midtown,40.75861,-73.96939,Private room,110,1,0,,,1,0
8828,6767911,"Private Floor, 1BR 1BTH, PR Entry",24742173,Tammy,Manhattan,Upper West Side,40.79745,-73.96936,Entire home/apt,130,4,16,2018-04-20,0.32,3,0
8830,6769535,"1 brm, fully equip bth/rm & kitchen, 2nd fl walkup",32220047,Dalton,Queens,Springfield Gardens,40.685109999999995,-73.76012,Entire home/apt,105,3,7,2017-09-17,0.14,3,0
8840,6781648,2BR Creative Oasis,3403868,Cusi,Manhattan,West Village,40.73643,-74.00350999999999,Entire home/apt,140,4,0,,,1,0
8844,6784171,Bright and Clean Little Italy Apt.,18268348,Paul,Manhattan,Little Italy,40.71968,-73.9968,Private room,110,4,12,2017-08-02,0.26,1,0
8847,6784406,1BR (IN 2BR FLEX) - MANHATTAN FIDI,12764250,Ravi,Manhattan,Financial District,40.70793,-74.00411,Private room,125,1,0,,,1,0
8848,6784669,Charming one bedroom Upper East,29509026,Melissa,Manhattan,Upper East Side,40.76644,-73.95803000000001,Entire home/apt,130,1,6,2016-06-01,0.13,1,0
8856,6792415,Family getaway with amazing roof.,8198108,Gabriel,Brooklyn,Greenpoint,40.72278,-73.94478000000001,Entire home/apt,140,2,8,2016-08-15,0.17,1,0
8865,6797564,Summer in Gramercy Park. New York,35581556,Emma,Manhattan,Gramercy,40.73727,-73.98432,Entire home/apt,120,1,0,,,1,0
8867,6798068,SUNNY 2 BEDROOM IN WILLIAMSBURGGGGG,1320538,Tyler,Brooklyn,Williamsburg,40.70995,-73.96609000000001,Entire home/apt,102,10,8,2019-01-09,0.2,1,277
8875,6799944,Brooklyn Bright Times,257676,Linda,Brooklyn,Flatbush,40.65348,-73.95978000000001,Private room,148,1,12,2018-06-18,0.24,2,90
8883,6805817,Bedroom on Riverside Park,7323687,Russell,Manhattan,Upper West Side,40.793040000000005,-73.97725,Private room,125,1,0,,,1,0
8887,6807281,Bright spacious 1BR on the park,35634594,Eden,Brooklyn,Prospect-Lefferts Gardens,40.66233,-73.9615,Entire home/apt,130,7,1,2015-08-14,0.02,1,0
8893,6812456,Large 2 bedroom apartment,400240,Murat,Brooklyn,Flatbush,40.65303,-73.96164,Entire home/apt,120,6,1,2018-09-04,0.1,2,0
8896,6812924,Charming 1BD- 10 min to Manhattan & Central Park,19109608,Elle,Queens,Astoria,40.762190000000004,-73.91963,Entire home/apt,135,1,229,2019-06-16,4.65,3,89
8899,6820048,BEAUTIFUL STUDIO IN BROWNSTONE,2264481,Sara,Brooklyn,Bedford-Stuyvesant,40.685520000000004,-73.93581,Entire home/apt,110,4,15,2018-08-13,0.31,1,97
8901,6821839,"1 BR Apt., historic Jackson Heights",35726649,Chris,Queens,Jackson Heights,40.751290000000004,-73.88784,Entire home/apt,135,5,8,2019-06-29,0.17,1,0
8902,6821978,"Charming, Sunny Home in Heart of BK",13219494,New,Brooklyn,Clinton Hill,40.68636,-73.96207,Entire home/apt,125,1,1,2015-07-14,0.02,1,0
8913,6833000,Studio in the heart of Manhattan,1587123,Raymond,Manhattan,Upper East Side,40.76716,-73.96366,Entire home/apt,135,3,4,2016-05-24,0.09,1,0
8921,6837529,1 BR available in lovely LES unit,35829854,Ben,Manhattan,Lower East Side,40.72082,-73.98592,Private room,135,1,6,2016-05-07,0.12,1,0
8923,6845877,Big & Bright & Elevator on the UES,14171882,Brett,Manhattan,Upper East Side,40.773720000000004,-73.94986,Entire home/apt,120,1,6,2016-09-11,0.12,1,0
8926,6849332,"Clean, Convenient & Calming Space",973817,Carol,Manhattan,Washington Heights,40.85151,-73.93789,Entire home/apt,105,2,0,,,1,0
8929,6851685,Hudson Luxury Suite - Water and Bridge Views,33605216,Elam,Manhattan,Washington Heights,40.8395,-73.9447,Private room,145,3,1,2015-07-15,0.02,1,3
8932,6852731,Cozy apt in very hip Greenpoint!,2407990,Linsy,Brooklyn,Greenpoint,40.729820000000004,-73.95503000000001,Entire home/apt,120,3,2,2015-12-14,0.05,1,0
8936,6853761,Prime Williamsburg sanctuary,946943,Annie,Brooklyn,Williamsburg,40.712379999999996,-73.94776,Entire home/apt,125,4,148,2019-07-03,3.01,3,11
8937,6854013,Beautiful Penthouse Apartment,22136368,Anna,Brooklyn,Bedford-Stuyvesant,40.683820000000004,-73.9215,Entire home/apt,120,2,0,,,1,0
8940,6854404,Beautiful Apt. Above WTC Memorial,35919822,Christian,Manhattan,Financial District,40.70892,-74.01325,Entire home/apt,130,14,1,2015-09-12,0.02,1,0
8941,6855514,Clean & sunny private room (fits 3),24260658,Kristy,Manhattan,East Harlem,40.79487,-73.93477,Private room,110,2,68,2019-06-22,1.39,5,44
8960,6879485,Charming Classic Brooklyn Railroad,26490481,Matthew,Brooklyn,Greenpoint,40.72424,-73.95303,Entire home/apt,125,1,1,2015-08-29,0.02,1,0
8971,6884974,Private Bedroom in Cozy Loft,7238334,Ethan,Brooklyn,Greenpoint,40.72253,-73.94733000000001,Private room,110,1,1,2015-07-20,0.02,1,0
8977,6887755,Spacious and nice 2BR near Subway,21426910,Allen,Brooklyn,Gravesend,40.596270000000004,-73.97287,Entire home/apt,109,2,224,2019-07-05,4.7,2,73
8978,6892731,"Clean Safe Apartment  Kitchen, Wifi  Parking +more",36119026,Mila,Brooklyn,Sheepshead Bay,40.58804,-73.95674,Entire home/apt,120,2,15,2019-06-23,0.4,1,334
8986,6900168,Wanderlust. A perfect private space to unwind.,2831384,Mustafa,Queens,Woodside,40.74198,-73.89558000000001,Entire home/apt,125,1,262,2019-07-06,5.37,1,246
8992,6902855,Loft-like Apt on the Park / 18 min to Manhattan,36176332,Marcel,Brooklyn,Flatbush,40.65146,-73.96634,Entire home/apt,120,5,19,2016-07-25,0.39,1,1
9000,6912211,Retreat Near Manhattan,21183428,Jae (Owen's Wife),Brooklyn,Bedford-Stuyvesant,40.684020000000004,-73.95573,Entire home/apt,122,3,101,2019-05-09,2.08,2,293
9003,6913431,Garden Level Nest in Brooklyn,36229779,Juliana,Brooklyn,Bedford-Stuyvesant,40.68512,-73.95767,Entire home/apt,105,1,9,2015-08-09,0.18,1,0
9021,6924363,Private bedroom in NYC,12072392,Valerie,Manhattan,Harlem,40.802859999999995,-73.94997,Private room,120,1,0,,,1,0
9024,6924942,Perfect Spot while visiting NYC,1325961,Chris,Manhattan,East Harlem,40.79721,-73.94328,Entire home/apt,111,3,6,2017-08-25,0.13,2,0
9030,6930780,Beautiful Sunny Top Floor 1BD Flat,36333834,Paul,Brooklyn,Bedford-Stuyvesant,40.68378,-73.93573,Entire home/apt,139,4,152,2019-06-13,3.26,1,281
9033,6934249,"Location, light, and charm",24465231,Gael,Brooklyn,Greenpoint,40.72464,-73.9533,Entire home/apt,149,7,7,2018-07-01,0.15,1,0
9050,6940108,Classic Upper East Side 1 Bed (king bed) Apt,13031379,Esther,Manhattan,Upper East Side,40.77252,-73.9556,Entire home/apt,140,2,57,2019-06-16,1.18,1,0
9060,6949104,"Chelsea Flat-Gorgeous, Bright, Safe",6884282,Matthew,Manhattan,Chelsea,40.74682,-74.00417,Private room,135,5,1,2015-08-09,0.02,1,0
9063,6950074,"Beautiful, Cozy Apartment",6434434,Jenna,Queens,Ditmars Steinway,40.7789,-73.90688,Entire home/apt,110,2,14,2017-12-10,0.29,1,0
9065,6950807,Spacious 1bdrm in Long Island City,36441990,Samir,Queens,Astoria,40.75671,-73.91749,Entire home/apt,105,1,5,2016-08-13,0.1,1,0
9066,6952302,2BR- Downtown Brooklyn,31883140,Fabiana,Brooklyn,Fort Greene,40.69173,-73.97756,Entire home/apt,120,4,1,2016-07-04,0.03,1,0
9067,6953013,One bedroom apt in East Harlem,36453453,Khaled,Manhattan,East Harlem,40.79063,-73.94718,Entire home/apt,110,5,3,2017-07-24,0.06,1,0
9068,6954288,Cozy and Chic 1 Bedroom!!,14379468,Pamela,Manhattan,Harlem,40.812540000000006,-73.94118,Entire home/apt,125,1,4,2016-11-20,0.09,1,0
9069,6955143,Large Sunny Private Bedroom,16533401,Aaron,Brooklyn,Gowanus,40.67781,-73.9851,Private room,130,1,0,,,1,0
9070,6955782,The Sweet Spot!,21976382,Emily,Brooklyn,Boerum Hill,40.68564,-73.98408,Entire home/apt,105,14,48,2019-05-23,1.02,1,74
9072,6956731,New! Beautifully Designed & Modern,13347167,AFI Apartments,Manhattan,Upper East Side,40.775659999999995,-73.95335,Entire home/apt,118,30,4,2019-03-31,0.09,29,258
9084,6967201,Huge Room on Central Park,36530547,Tj,Manhattan,Upper West Side,40.79126,-73.96738,Private room,110,1,0,,,1,0
9086,6967861,A huge apartment near Manhattan,36534042,Rabie,Brooklyn,Fort Hamilton,40.62084,-74.03739,Entire home/apt,120,7,1,2015-08-01,0.02,1,0
9095,6970776,*ESSENTIAL* Convenient Studio- Upper East Side!,25237492,Juliana,Manhattan,Upper East Side,40.762159999999994,-73.96195,Entire home/apt,115,30,12,2019-05-02,0.26,34,331
9103,6972089,*ODYSSEY* Sunny 1 Bedroom Apt- Bright & Cheery!,25237492,Juliana,Manhattan,Upper West Side,40.78181,-73.98465999999999,Entire home/apt,130,30,10,2019-04-01,0.26,34,303
9104,6972192,*WINDSONG* Serene 1 BR in Townhouse near Park,25237492,Juliana,Manhattan,Upper West Side,40.78289,-73.98477,Entire home/apt,125,30,17,2019-06-17,0.38,34,202
9115,6974249,Prime Williamsburg Location,6623402,Robert,Brooklyn,Williamsburg,40.7196,-73.95599,Entire home/apt,125,1,6,2016-08-28,0.13,1,0
9116,6974728,"Private Room, Bath & Terrace on UWS",36571434,Zack,Manhattan,Upper West Side,40.80016,-73.96448000000001,Private room,139,2,24,2018-06-22,0.5,1,20
9122,6985434,*SKYTRAIN* Studio Loft Apartment - Great Space!,25237492,Juliana,Manhattan,Upper West Side,40.78201,-73.98379,Entire home/apt,120,30,9,2019-04-30,0.24,34,339
9123,6985888,*TERRA GARDEN* 1 Bedroom Garden Apartment,25237492,Juliana,Manhattan,Upper West Side,40.7818,-73.98483,Entire home/apt,115,30,7,2018-10-31,0.19,34,325
9125,6988265,Great for a family of 4!,36634420,Kobi,Manhattan,Washington Heights,40.85183,-73.94022,Entire home/apt,120,1,0,,,1,0
9129,6989258,Cozy Gem in Harlem Close to ALL!,7339760,Maritza,Manhattan,East Harlem,40.792429999999996,-73.93952,Entire home/apt,130,2,1,2015-08-13,0.02,1,0
9137,6992939,"Beautiful Cute Studio, Fort Greene",1281637,Jessica,Brooklyn,Fort Greene,40.6873,-73.97225,Entire home/apt,140,2,1,2015-08-24,0.02,1,0
9138,6992973,1 Bedroom in Prime Williamsburg,5162530,,Brooklyn,Williamsburg,40.718379999999996,-73.9563,Entire home/apt,145,1,0,,,1,0
9140,6994064,The Most Efficient Efficiency Ever,35928174,Greg,Brooklyn,Williamsburg,40.70458,-73.94095,Entire home/apt,110,2,15,2019-07-01,0.31,1,12
9144,7002139,Must Love Dogs / Bushwick Brooklyn,2720363,Ange,Brooklyn,Bushwick,40.68802,-73.91474000000001,Private room,125,2,4,2019-06-01,0.19,1,310
9152,7003788,Luxury Apt 10mins Manhattan,21773199,Joo,Queens,Long Island City,40.74406,-73.94504,Entire home/apt,149,4,4,2015-10-17,0.09,1,0
9157,7010135,Upper East Side - 1 Bedroom Queen,24706492,Dani,Manhattan,Upper East Side,40.77734,-73.95779,Shared room,130,7,0,,,1,0
9158,7010681,Gorgeous Garden Apt Steps To Park,36754170,Steve,Brooklyn,Prospect-Lefferts Gardens,40.65703,-73.95964000000001,Entire home/apt,110,1,2,2015-08-10,0.04,1,0
9172,7023818,Near Central Park & Grand Central,36817279,Steve,Manhattan,Midtown,40.7587,-73.96705,Private room,105,2,17,2019-04-28,0.55,1,190
9175,7024303,LIGHTFILLED ONE BEDROOM LOFT,2750745,Sarah,Brooklyn,Bedford-Stuyvesant,40.69039,-73.95947,Entire home/apt,120,2,4,2017-10-29,0.08,1,0
9178,7024538,Sublet entire apt in Brooklyn,16112564,Laszlo Jakab,Brooklyn,Brooklyn Heights,40.69382,-73.99334,Entire home/apt,130,7,1,2015-06-29,0.02,1,0
9181,7025026,Prime West Village w/Outdoor Patio,3011750,Drew,Manhattan,West Village,40.73669,-74.00375,Entire home/apt,149,3,5,2016-05-15,0.1,1,0
9185,7031803,1 bdr in the heart of Harlem,1971850,Jonathan,Manhattan,Harlem,40.81054,-73.94447,Private room,135,1,0,,,1,0
9192,7034953,"Elegant 1BR, Private Bath in Brownstone",9492212,Emily And Joel,Brooklyn,Park Slope,40.6688,-73.97865,Private room,139,1,184,2019-02-10,3.86,4,0
9195,7035579,Bright spacious 1BR w high ceilings,36885622,James,Manhattan,Upper West Side,40.7855,-73.97641999999999,Entire home/apt,125,1,0,,,1,0
9200,7037537,Gigantic Private Brooklyn Apartment,36897569,Nikki,Brooklyn,Greenpoint,40.72442,-73.93956999999999,Entire home/apt,115,10,2,2016-07-06,0.04,1,0
9210,7047329,Adorable One-Bed in Williamsburg!,36956206,Taylor,Brooklyn,Williamsburg,40.71687,-73.94655999999999,Entire home/apt,140,1,66,2019-06-16,1.35,1,5
9216,7048508,"Welcoming, Clean, Cheap on St Marks",26389845,Felipe,Manhattan,East Village,40.72826,-73.98422,Private room,130,1,8,2015-09-06,0.16,2,0
9224,7053502,Artist Ft Greene Brownstone Garden View,36894011,Miriam,Brooklyn,Fort Greene,40.68835,-73.9736,Private room,120,2,77,2019-06-26,1.68,2,0
9225,7053815,HUGE Entire Flr. Private Entry/Bath,18600674,Jeannie,Brooklyn,Williamsburg,40.71805,-73.93973000000001,Private room,103,100,128,2018-05-10,2.63,1,358
9233,7061944,"Charming, bright and airy studio",2180889,Lisa,Brooklyn,Brooklyn Heights,40.69454,-73.99499,Entire home/apt,125,1,0,,,1,24
9235,7062987,FULL cozy 1 bedroom apt in the UES,4193378,Laureen,Manhattan,Upper East Side,40.772690000000004,-73.95055,Entire home/apt,140,7,8,2018-01-04,0.18,1,0
9238,7064148,Sunny room w/ Private Bath&Balcony!,11068937,Kara,Brooklyn,Greenpoint,40.731359999999995,-73.95276,Private room,140,2,21,2016-05-30,0.43,2,0
9244,7066122,1 BEDROOM PENTHOUSE W AMAZING VIEWS,7951613,Andrew,Queens,Long Island City,40.7419,-73.95738,Entire home/apt,125,2,7,2016-07-03,0.14,1,0
9245,7066414,Fabulous Apartment with Soaking Tub,13347167,AFI Apartments,Manhattan,Upper East Side,40.775529999999996,-73.95343000000001,Entire home/apt,120,30,2,2018-12-22,0.08,29,209
9253,7072245,Room in Heart of East Village!,6474887,Dean,Manhattan,East Village,40.72397,-73.97855,Private room,115,1,0,,,1,0
9256,7073436,Williamsburg Private Retreat_NYC,2141626,Alejandro,Brooklyn,Williamsburg,40.71067,-73.95419,Private room,109,2,118,2019-07-01,2.54,1,14
9257,7074232,Studio with Outdoor Space,4133458,Rob,Brooklyn,Bedford-Stuyvesant,40.68358,-73.95281999999999,Entire home/apt,120,2,0,,,1,0
9264,7083264,"PERFECT: Times Squ., Broadway CntPrk, Bars, Eats,",32212535,Bronson & Sam,Manhattan,Hell's Kitchen,40.76551,-73.98899,Shared room,116,2,101,2018-12-01,2.07,2,42
9269,7086539,LARGE APARTMENT near TRAIN!!,24982709,Jermaine Antonio,Brooklyn,Bushwick,40.687740000000005,-73.9155,Entire home/apt,110,29,103,2019-02-28,2.16,1,222
9276,7090264,UNFURNISHED Bed-Stuy 1BR garden apt,10285950,Christina,Brooklyn,Bedford-Stuyvesant,40.68403,-73.92071,Entire home/apt,125,30,3,2017-07-21,0.11,3,308
9280,7091390,Apartment on Riverside,14329995,Nikolas,Manhattan,Harlem,40.82632,-73.95168000000001,Entire home/apt,125,4,2,2018-06-25,0.04,1,0
9282,7092505,Beautiful duplex studio with 2 queen beds,7503643,Vida,Brooklyn,Greenpoint,40.72568,-73.94142,Entire home/apt,129,30,4,2019-06-15,0.08,52,357
9287,7094110,Cozy apartment near Central Park!,25109461,Alex,Manhattan,East Harlem,40.79326,-73.93988,Entire home/apt,102,1,0,,,1,11
9289,7094262,53rd & 3rd Midtown Manhattan,22625462,Gwendolyn,Manhattan,Midtown,40.75788,-73.9689,Entire home/apt,149,2,14,2016-05-01,0.3,1,0
9290,7094462,Adorable One Bedroom in Greenpoint,10896584,Julianna,Brooklyn,Greenpoint,40.7324,-73.95828,Entire home/apt,120,2,6,2015-10-04,0.13,1,0
9291,7094539,Tranquil haven in bubbly Brooklyn,2052211,Adriana,Brooklyn,Windsor Terrace,40.6536,-73.97546,Entire home/apt,143,14,2,2016-08-27,0.04,1,10
9292,7094619,Luxury Apt in Prime Location,37186427,Olta,Manhattan,Kips Bay,40.7449,-73.97959,Private room,120,1,1,2015-07-24,0.02,1,0
9296,7095534,Private BR in ABC,37191710,Kevin,Manhattan,East Village,40.724740000000004,-73.98273,Private room,110,1,1,2015-07-23,0.02,1,0
9297,7095708,NYC Brooklyn Rooftop Full Apartment,37191929,John,Brooklyn,Crown Heights,40.67921,-73.9603,Entire home/apt,125,2,31,2018-03-04,0.67,1,0
9299,7095888,A Spacious & Homelike Brooklyn Stay,32252422,Mckinley,Brooklyn,Canarsie,40.64796,-73.89175999999999,Entire home/apt,110,2,38,2019-07-06,0.81,2,290
9300,7101296,Cute apartment in Upper West Side,37011739,Stacey,Manhattan,Upper West Side,40.79435,-73.9745,Entire home/apt,145,5,7,2018-08-01,0.16,1,0
9314,7116071,30 Minutes to Manhattan / Sleeps 7,36903907,Moe,Brooklyn,Bensonhurst,40.61112,-74.00028,Entire home/apt,145,2,207,2019-07-02,4.26,1,287
9317,7116799,Spring special ~,37291339,Latoya,Queens,Jamaica,40.69121,-73.78341999999999,Entire home/apt,130,2,77,2019-04-23,1.65,1,322
9322,7124926,Sunny 2BR in Heart of Fort Greene,2055744,Hila,Brooklyn,Fort Greene,40.68842,-73.97254000000001,Entire home/apt,149,4,1,2015-12-31,0.02,1,0
9324,7125323,Beautiful UWS apartment in doorman building,5549408,Aryeh,Manhattan,Upper West Side,40.79033,-73.9729,Entire home/apt,140,2,4,2016-10-26,0.09,1,0
9327,7126996,Williamsburg 2 BR Apt w View of NYC,37191276,Deniz,Brooklyn,Williamsburg,40.71255,-73.95121,Private room,125,2,0,,,1,0
9333,7131007,Cozy Home in Brooklyn Brownstone,2830197,Roberta & Rob,Brooklyn,Bedford-Stuyvesant,40.6852,-73.95636,Entire home/apt,110,3,14,2017-10-15,0.29,1,0
9339,7134550,LES Bowery FULL 1 BDRM APARTMENT,36715249,Abdur,Manhattan,Chinatown,40.71706,-73.99285,Entire home/apt,110,3,0,,,1,0
9341,7141549,"Sunny, beautiful and spacious room in Midtown",16396714,Andrea,Manhattan,Kips Bay,40.74281,-73.97981,Private room,120,7,11,2019-04-27,0.32,3,2
9342,7142734,1 Bedroom w/Jacuzzi in Private Home,37405985,Jenny,Queens,Forest Hills,40.71818,-73.84944,Private room,109,1,86,2019-06-30,1.78,1,344
9351,7153138,Sunny and Airy near Manhattan,6312248,Angelle,Brooklyn,Bedford-Stuyvesant,40.68785,-73.92782,Entire home/apt,120,2,74,2019-04-30,1.83,2,60
9353,7158408,Warehouse loft apartment,5602641,David,Brooklyn,Bedford-Stuyvesant,40.679390000000005,-73.94939000000001,Entire home/apt,135,2,174,2019-06-12,3.58,1,5
9354,7158417,Dov & Naomi's Beautiful Apt.,15878233,Dov,Brooklyn,Kensington,40.64456,-73.97723,Entire home/apt,115,4,3,2018-07-31,0.09,1,0
9357,7160545,Sunny East Village Nest,334348,Juju,Manhattan,East Village,40.72299,-73.97756,Entire home/apt,148,3,9,2019-01-25,0.19,1,8
9363,7174067,Quiet 1 bedroom near Fort Greene Park,25912623,Allison,Brooklyn,Fort Greene,40.687259999999995,-73.97616,Entire home/apt,129,1,9,2019-06-15,0.41,1,157
9369,7177958,Convienent 1-bedroom near Columbia,780952,Maria,Manhattan,Morningside Heights,40.80441,-73.96409,Entire home/apt,120,2,7,2016-10-10,0.15,1,0
9374,7181422,Cute 1br in Williamsburg,4993337,Stephanie,Brooklyn,Williamsburg,40.710440000000006,-73.953,Entire home/apt,110,1,2,2015-08-10,0.04,1,0
9384,7198592,"Lovely 2 Bdrm. Trains, Parks, Food!",140817,Carly,Manhattan,Inwood,40.86717,-73.91943,Entire home/apt,145,3,9,2018-12-30,0.23,1,0
9387,7199258,"Private Apt & Patio (spacious, stocked and bright)",11241369,Elizabeth,Brooklyn,Crown Heights,40.67026,-73.9497,Entire home/apt,130,2,151,2019-05-19,3.16,1,36
