,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4613,3224913,Private Nook in Bushwick Improved Response Rate,16245414,Shae,Brooklyn,Bushwick,40.694359999999996,-73.9253,Entire home/apt,55,1,115,2019-06-23,1.91,4,64
4619,3236301,Private room in Harlem,5164854,Lilia,Manhattan,Harlem,40.82075,-73.9379,Private room,52,7,17,2018-10-07,0.28,8,17
4620,3236385,Cute and Cozy Two Bedroom in Sunset Park,16376419,Brooke,Brooklyn,Sunset Park,40.648109999999996,-74.01366,Entire home/apt,88,30,2,2019-01-07,0.09,1,101
4625,3238355,Amazing & Bright Loft-style Room,2656209,Aurelie,Brooklyn,Williamsburg,40.70552,-73.93842,Private room,55,13,0,,,1,0
4628,3240838,Sunny and cozy room in Midtown,16396714,Andrea,Manhattan,Kips Bay,40.740590000000005,-73.97953000000001,Private room,60,2,15,2019-04-27,0.25,3,188
4630,3241502,Modern Bedroom & Living Room Combination!,4422817,Malik,Manhattan,East Harlem,40.808009999999996,-73.93854,Private room,89,2,7,2019-05-13,0.92,1,0
4633,3247291,Comfort and Charm in Harlem Brownstone near Subway,16425715,Soon,Manhattan,Harlem,40.81198,-73.9437,Private room,80,1,134,2019-07-03,4.36,1,227
4635,3248526,Beautiful Comfortable Apt in North Manhattan,16430857,Aseel,Manhattan,Harlem,40.82524,-73.94185999999999,Entire home/apt,78,5,13,2018-09-16,0.22,1,0
4636,3248671,Private Room in Artist's Loft,6032480,Anna,Brooklyn,Williamsburg,40.712070000000004,-73.95076999999999,Private room,65,2,152,2019-06-18,2.5,2,80
4644,3251901,Huge Room in Manhattan's Upper West,6726808,Eve,Manhattan,Upper West Side,40.80131,-73.9675,Private room,69,5,2,2017-03-08,0.03,1,0
4646,3258196,"Big sunny room, prime location!",169843,Goran,Brooklyn,Williamsburg,40.71601,-73.9587,Private room,89,3,73,2019-01-07,1.19,1,359
4650,3262855,BEAUTIFUL ROOM NEAR PROSPECT PARK!!,16499705,John,Brooklyn,Flatbush,40.65148,-73.95846999999999,Entire home/apt,70,1,5,2015-12-01,0.08,1,0
4655,3265407,Sunny Brooklyn room,9944244,Linnea,Brooklyn,Prospect Heights,40.67303,-73.96424,Private room,57,7,11,2019-04-27,0.18,1,0
4656,3265409,Charming Chelsea bedroom,5508109,Rivani,Manhattan,Chelsea,40.749559999999995,-73.99671,Private room,90,3,2,2019-06-28,1.58,1,53
4657,3265410,Private Apartment 15 Minutes from the Big Apple,16514175,Karen,Queens,Elmhurst,40.74644,-73.88656,Private room,89,2,40,2018-01-02,0.65,5,1
4658,3265982,"Clean design, One BD, Renovated!",16516195,Tania,Brooklyn,Park Slope,40.677659999999996,-73.98191,Entire home/apt,90,4,22,2018-11-15,0.37,1,13
4661,3270009,Private oasis-charming gingerbread home!❤️❤️❤️❤️❤️,16534981,Suzy,Brooklyn,Bedford-Stuyvesant,40.681740000000005,-73.93444000000001,Entire home/apt,68,30,14,2019-04-19,0.41,5,334
4669,3272628,cozy harlem getaway,1568951,Laura,Manhattan,Harlem,40.80407,-73.94603000000001,Entire home/apt,80,3,12,2019-04-07,0.25,1,0
4673,3278530,Private room in Williamsburg apt,16572580,Travis,Brooklyn,Williamsburg,40.70943,-73.94948000000001,Private room,60,5,6,2017-09-06,0.16,2,0
4683,3284019,Spacious and Sunny 1BDR Astoria NYC,15055035,Michelle,Queens,Astoria,40.7631,-73.92262,Private room,70,3,25,2016-07-30,0.41,1,353
4685,3288496,Entire Cozy One Bed #Manhattan #LES,3716641,Ofer,Manhattan,Lower East Side,40.717690000000005,-73.98953,Entire home/apt,99,30,8,2018-02-27,0.13,8,170
4699,3303165,Ocean Hill Oasis,4279827,Louisa,Brooklyn,Cypress Hills,40.67731,-73.90733,Entire home/apt,99,2,148,2019-06-26,2.46,1,235
4704,3309572,Private Room in Light-Filled Apt with Gym,341981,Amber,Brooklyn,Bedford-Stuyvesant,40.67822,-73.9389,Private room,90,3,52,2018-10-23,0.85,1,0
4707,3311830,Beautiful Clean & Quiet Room! Rm#1,11674837,Christopher,Queens,Ridgewood,40.70476,-73.90874000000001,Private room,59,1,142,2019-06-16,2.34,3,359
4708,3311834,Apartment - private kitchen & bath,13611255,Lamee,Brooklyn,Bedford-Stuyvesant,40.68975,-73.9346,Entire home/apt,78,30,81,2018-08-31,1.33,3,188
4709,3312276,"Cozy studio/kitchen, bathroom",14214034,Desmar,Bronx,Mott Haven,40.814440000000005,-73.92515999999999,Entire home/apt,75,2,85,2019-06-09,1.41,2,253
4710,3312417,Cozy bedroom in Brooklyn!,3691863,Jessica,Brooklyn,Bedford-Stuyvesant,40.68172,-73.94095,Private room,78,3,86,2019-06-30,1.43,1,362
4714,3318859,Studio w/ Private Entry in Greenpoint Brooklyn,9306976,Aaron,Brooklyn,Greenpoint,40.73535,-73.9565,Private room,69,2,25,2019-02-12,0.47,2,125
4715,3319483,Room w/ Private Bathroom,1498951,Yolanda,Brooklyn,Bushwick,40.70247,-73.92061,Private room,65,1,0,,,1,5
4716,3320635,Sunny airy beautiful Brooklyn 1B,7640229,Lihi,Brooklyn,Flatbush,40.65376,-73.95336,Entire home/apt,90,7,4,2016-05-18,0.07,1,0
4718,3322922,"Cozy, Clean, Quiet, ENTIRE APT!!",18566028,Kitt,Brooklyn,Flatbush,40.6532,-73.96216,Entire home/apt,78,18,11,2015-08-03,0.2,1,0
4720,3324203,Spacious Studio in my new smart house,16782573,Dorina,Queens,Middle Village,40.71347,-73.88199,Entire home/apt,99,3,160,2019-07-05,2.65,4,299
4721,3324498,Garden apt 15 mins from Manhattan,11827364,Cris,Queens,Sunnyside,40.73873,-73.92435,Private room,74,30,9,2018-08-24,0.16,1,76
4725,3328706,Central Park West. Queen Size Room,16805656,Fernando,Manhattan,Upper West Side,40.79893,-73.96249,Private room,90,1,146,2019-06-23,2.67,2,40
4728,3334361,Seven Days Sleep Near Prospect Park,16834792,Louis,Brooklyn,Prospect-Lefferts Gardens,40.65752,-73.95728000000001,Entire home/apt,92,5,192,2019-07-06,3.14,2,281
4732,3339273,Quiet & Close to All + Washer/Dryer in Chelsea,7245581,Michael,Manhattan,Chelsea,40.75045,-73.99662,Entire home/apt,93,110,12,2019-02-18,0.26,19,329
4734,3341682,Prime Greenpoint/Williamsburg room,1558222,Nikki,Brooklyn,Greenpoint,40.72285,-73.95192,Private room,75,1,3,2015-10-19,0.05,3,0
4742,3350417,Affordable Room in Artsy Apartment,12556197,Rez,Brooklyn,Crown Heights,40.66959,-73.95664000000001,Private room,52,4,37,2017-03-04,0.6,2,0
4743,3351584,Amazing Oasis in NYC!,455017,Lauren,Manhattan,Washington Heights,40.83473,-73.93706,Private room,80,1,1,2019-05-25,0.67,1,351
4748,3354484,Sunny 1 bed home close to Manhattan,4319841,Maria,Brooklyn,Windsor Terrace,40.65181,-73.97648000000001,Entire home/apt,75,5,9,2017-08-10,0.16,1,0
4760,3369623,Astoria: full apartment,17000648,Michael,Queens,Astoria,40.7743,-73.92579,Entire home/apt,97,3,33,2016-01-02,0.65,1,0
4762,3369929,Couch in E. Williamsburg Luxury Apt,1910452,Thuy,Brooklyn,Williamsburg,40.705859999999994,-73.94135,Shared room,60,1,0,,,2,0
4763,3370285,Private Charming Spacious Bedroom,17003476,Catherine,Brooklyn,Crown Heights,40.675909999999995,-73.93985,Private room,72,3,6,2016-06-15,0.1,1,83
4766,3372925,Beautiful Summer Sublet in Ditmas Park Brooklyn,17018997,Paul,Brooklyn,Flatbush,40.64615,-73.9641,Entire home/apt,85,5,1,2017-07-03,0.04,1,0
4772,3378404,WHOLE LARGE 1-BEDROOM APARTMENT,3463555,David,Manhattan,Washington Heights,40.85304,-73.93555,Entire home/apt,88,2,0,,,1,0
4775,3379914,Spacious & Cozy NYC Apartment in Brooklyn/Queens,9317567,Suzy,Queens,Ridgewood,40.70026,-73.90720999999999,Entire home/apt,89,10,10,2019-03-18,0.18,1,222
4777,3383662,Affordable Room in Beautiful Apt !,6146050,Victoria,Manhattan,Financial District,40.70885,-74.002,Private room,84,15,0,,,2,0
4780,3386923,"cozy room, close to trains, explore brooklyn!",2468616,Arika,Brooklyn,Crown Heights,40.66955,-73.95026999999999,Private room,70,2,10,2019-06-08,0.16,2,68
4785,3393999,Spacious 1 bd in Crown Heights,2443535,Avraham,Brooklyn,Crown Heights,40.67321,-73.93093,Entire home/apt,90,7,0,,,1,0
4786,3394044,Panoramic view of Upper Manhattan!,10657357,Ivan,Manhattan,Washington Heights,40.83367,-73.94298,Private room,69,3,18,2019-05-04,0.29,4,270
4788,3394517,A cozy room in a 3 bedroom apt,17125263,Mario,Manhattan,East Harlem,40.80174,-73.93925,Private room,69,2,60,2019-06-29,1.05,2,271
4789,3394768,Your NYC haven at Upper Manhattan!,10657357,Ivan,Manhattan,Harlem,40.83058,-73.9495,Private room,54,5,21,2019-04-29,0.34,4,187
4791,3395099,An Upper-Manhattan room of your own!,10657357,Ivan,Manhattan,Washington Heights,40.83328,-73.94511,Private room,51,6,20,2019-06-15,0.33,4,258
4792,3395398,Cozy BR in heart of Manhattan (Hell's Kitchen),17130866,Thomas,Manhattan,Hell's Kitchen,40.764959999999995,-73.99073,Private room,99,3,10,2018-07-15,0.58,1,0
4797,3400739,Brooklyn Cozy and Convenient,17151343,Ayodele,Brooklyn,Crown Heights,40.67132,-73.9325,Private room,78,21,60,2016-12-01,0.99,1,0
4802,3403034,Modern Manhattan Living Suite 2A,17161465,Judette,Manhattan,Harlem,40.82967,-73.94428,Entire home/apt,95,30,36,2019-04-30,0.61,1,245
4803,3404472,Charming Boutique Room in Bushwick,17169449,Kip,Brooklyn,Bushwick,40.69502,-73.90645,Private room,55,3,225,2019-06-30,3.7,1,15
4809,3411815,"Lovely, Sunny Bedroom in Huge DUMBO Apartment",1649108,Allie,Brooklyn,Vinegar Hill,40.7044,-73.98153,Private room,85,1,83,2019-05-31,1.51,3,21
4812,3412893,Studio Apt. 15 min from Manhattan,17206543,Griffin,Queens,Astoria,40.770559999999996,-73.92159000000001,Entire home/apt,99,2,7,2018-09-04,0.12,1,0
4820,3423032,"Cozy 1 BD in Astoria, City Bike & NYFerry nearby",12483101,FLora,Queens,Long Island City,40.768440000000005,-73.93819,Private room,70,3,1,2018-08-25,0.09,1,342
4828,3431378,Luxe Tuscan Suite Private Room,17292935,Anne,Bronx,Mott Haven,40.81055,-73.92482,Private room,55,1,231,2019-06-22,3.95,2,16
4831,3434211,Luxury Furnished Apt @TriBeCa/Soho,11081628,Arjun,Manhattan,Civic Center,40.71663,-74.00231,Entire home/apt,80,7,6,2018-05-29,0.18,1,0
4835,3437101,Sparkling Brick APT Heart UES +Yoga,17318747,Jay,Manhattan,Upper East Side,40.77343,-73.95979,Private room,99,1,21,2019-06-15,0.47,2,82
4836,3439207,Comfortable and Convenient,5634395,Sarah,Manhattan,Harlem,40.82186,-73.95671999999999,Private room,60,7,11,2018-08-26,0.18,2,0
4839,3441130,New Building in Williamsburg,6045456,Daniel,Brooklyn,Williamsburg,40.71409,-73.93979,Private room,60,7,16,2019-04-05,0.26,1,313
4841,3442140,Large room in renovated apartment in Williamsburg,8697041,Gaspard,Brooklyn,Williamsburg,40.71266,-73.94829,Private room,75,15,4,2015-09-30,0.07,2,0
4844,3447238,"Spacious, Sunny 1 Bedroom Apartment",13637847,Sasha,Brooklyn,Crown Heights,40.67432,-73.95949,Entire home/apt,98,5,11,2019-06-17,0.18,1,188
4854,3461872,Private BR in 3 BR Apt - E. Harlem,5220670,Jonathon,Manhattan,East Harlem,40.80278,-73.94001,Private room,75,1,3,2015-10-04,0.05,1,0
4856,3463385,Gorgeous room in Manhattan,10698270,Evgenia,Manhattan,Upper East Side,40.76717,-73.95532,Private room,95,1,202,2019-05-27,3.31,2,263
4861,3465651,"“No Place Like Home”
1st Floor Suburban Apt.",4060346,"Lisa, Nancy & John",Staten Island,Eltingville,40.54268,-74.16254,Private room,56,1,145,2019-07-05,2.38,1,258
4863,3468486,2br with Balcony in East Harlem!,17475146,C,Manhattan,East Harlem,40.80409,-73.93988,Entire home/apt,70,7,1,2014-07-28,0.02,1,0
4873,3478771,Great Room in Heart of LES,6230230,John,Manhattan,Lower East Side,40.71922,-73.98472,Private room,69,2,36,2019-06-30,0.6,3,5
4881,3488283,1BR Apt in the Bay Ridge!,17208512,Aleksandar,Brooklyn,Bay Ridge,40.63195,-74.0214,Entire home/apt,75,3,4,2019-04-28,0.08,1,0
4890,3496384,Interfaith Retreat Guest Rooms (Om),16677326,Alex And Zeena,Manhattan,Chelsea,40.74977,-73.99647,Private room,85,1,145,2019-06-24,3.48,12,342
4895,3499326,"Sunny, Tall Artsy Loft @ Williamsburg",380728,Ligeia,Brooklyn,Williamsburg,40.71119,-73.96703000000001,Private room,77,6,17,2015-09-01,0.29,1,188
4896,3504289,Cheap accommodation in Manhattan,11308483,Nathan,Manhattan,Kips Bay,40.73877,-73.98170999999999,Private room,80,1,2,2014-07-11,0.03,1,0
4897,3507112,"#1 PRIVATE STUDIO IN BX,15MINS NYC.",17658078,Richard,Bronx,Mott Haven,40.81049,-73.9043,Private room,79,2,11,2016-03-19,0.19,1,0
4902,3511898,"Cute & Cozy Greenpoint Apt, Great Location",17682043,Adi,Brooklyn,Greenpoint,40.73689,-73.95488,Entire home/apt,85,20,5,2017-07-31,0.09,1,0
4903,3511934,Beautiful West Harlem brownstone,17682312,Arnold,Manhattan,Harlem,40.82947,-73.95104,Private room,84,1,0,,,1,0
4904,3512428,Lovely room in doorman building,17616305,Gabrielle,Manhattan,Harlem,40.827740000000006,-73.9508,Private room,90,2,127,2019-07-06,2.15,1,58
4906,3513303,CHEAP BIG room in Williamsburg,4904811,Megan,Brooklyn,Williamsburg,40.70848,-73.95323,Private room,90,3,230,2019-06-16,3.79,1,125
4909,3517621,Amazing Renovated studio MurrayHill,1475015,Mike,Manhattan,Kips Bay,40.743179999999995,-73.97858000000001,Entire home/apt,87,30,4,2019-06-30,0.07,52,343
4911,3518682,Beautiful Room in Park-Side Apt,5407403,Marissa,Manhattan,Inwood,40.86176,-73.93082,Private room,80,2,50,2017-05-21,0.83,1,6
4914,3522244,Charming Brooklyn Room,922478,Brad,Brooklyn,Clinton Hill,40.6825,-73.95888000000001,Private room,65,1,52,2019-06-09,0.87,2,82
4921,3529503,Quiet room+bath w/ separate entry.,6491377,Zaineb,Brooklyn,Bedford-Stuyvesant,40.69334,-73.94608000000001,Private room,79,4,70,2019-06-24,1.19,1,308
4926,3531018,It's The Brooklyn Way !!!,12291588,Maximus,Brooklyn,Bedford-Stuyvesant,40.68476,-73.92975,Entire home/apt,59,1,142,2019-07-01,2.63,1,318
4928,3531345,Ensuite in Duplex Brownstone with Private Terrace!,12337318,Andrew,Manhattan,Harlem,40.82435,-73.94507,Private room,70,2,28,2019-04-26,0.82,2,80
4929,3531959,Charming Artists in the Heights,17781037,Gideon & Chantal,Manhattan,Harlem,40.82447,-73.95076,Private room,95,1,2,2014-10-20,0.03,1,0
4931,3533604,Private Room in a two bedroom apt.,9510645,Rylan,Brooklyn,Bushwick,40.703990000000005,-73.92813000000001,Private room,96,1,332,2019-07-06,5.57,2,355
4934,3533777,Private Room In Clean Spacious Apt,17791467,Anthony,Manhattan,Harlem,40.82233,-73.93779,Private room,69,2,249,2019-06-16,4.12,2,132
4935,3534137,Beautiful sunny bedroom just off Prospect Park,7157099,Sigi,Brooklyn,Prospect-Lefferts Gardens,40.65732,-73.95991,Private room,85,2,67,2019-07-04,1.56,3,264
4942,3543227,Private Suite 15min to Times Square,3912009,Brendan,Manhattan,Harlem,40.82193,-73.94499,Private room,95,3,160,2019-07-01,2.78,2,0
4945,3544828,PrivateRoom in Beautiful Brownstone,17224426,Jillian,Brooklyn,Bedford-Stuyvesant,40.68643,-73.92208000000001,Private room,56,2,180,2019-01-02,3.04,1,0
4946,3544858,"Private room in Greenpoint, BK",7879349,Abby,Brooklyn,Greenpoint,40.72472,-73.94135,Private room,60,1,1,2014-08-18,0.02,1,0
4947,3544899,Cozy Family Gateaway!!!,7458731,Esther,Brooklyn,East Flatbush,40.661229999999996,-73.93428,Entire home/apt,85,3,37,2018-08-06,0.62,1,310
4948,3545066,Cozy Apartment in Chinatown/LES,7250241,Irene,Manhattan,Lower East Side,40.71306,-73.98855999999999,Private room,80,5,3,2015-08-29,0.05,1,0
4950,3549074,Modern Townhouse - Chic Sunny Room - L/J/A/C Train,17866326,Rony,Brooklyn,Bushwick,40.70228,-73.92824,Private room,54,3,2,2017-01-02,0.05,2,0
4953,3550298,"Bright, big, BEAUTIFUL room in renovated apt",16974369,Robert,Manhattan,Harlem,40.81813,-73.9398,Private room,75,5,5,2018-06-30,0.1,1,0
4959,3553679,Room in Upper East Side,2879920,Alberto,Manhattan,Upper East Side,40.76189,-73.96298,Private room,69,60,9,2016-04-04,0.16,2,90
4964,3554599,"Great Apartment, Great Location",3902832,Elizabeth,Brooklyn,Greenpoint,40.7322,-73.95881999999999,Private room,80,3,0,,,1,0
4966,3556577,Landmark Brownstone Sunny  3 Rooms,7245581,Michael,Manhattan,Washington Heights,40.83365,-73.94059,Entire home/apt,70,180,7,2018-07-06,0.12,19,308
4972,3563271,Williamsville Sleep & Stay,6911276,Brian & Arlette,Brooklyn,Clinton Hill,40.6818,-73.96238000000001,Private room,99,1,83,2019-06-12,1.39,1,248
4975,3568596,Beautiful 1 BR in The Heights!,7499240,Candy,Manhattan,Washington Heights,40.8362,-73.94033,Private room,80,1,3,2015-10-19,0.05,2,314
4977,3574304,Semi-furnished room in a large 3 bedroom apt,7438973,Telora,Manhattan,Harlem,40.814640000000004,-73.95351,Private room,60,30,2,2018-11-12,0.19,1,183
4986,3583482,Huge modern Private room available,3609048,Ken,Brooklyn,Crown Heights,40.67089,-73.93323000000001,Private room,99,2,8,2016-06-24,0.17,3,365
4996,3593821,Bedroom in Williamsburg w/ Terrace,18105672,Eric,Brooklyn,Williamsburg,40.716590000000004,-73.9458,Private room,90,30,1,2015-07-26,0.02,1,0
4997,3594408,Bedr w Priv Bathr+Balc 15m frm city,6150064,Sonya,Queens,Astoria,40.76972,-73.9206,Private room,85,2,2,2015-08-25,0.04,1,0
4998,3595503,Charming bedroom in Comfy apt,18115202,Robie,Manhattan,East Village,40.7296,-73.99054,Private room,85,1,0,,,1,0
5009,3602739,Private BR in Huge 2BR in Chinatown,18151946,Dave,Manhattan,Chinatown,40.71445,-73.99287,Private room,94,7,17,2017-04-17,0.28,1,0
5011,3603287,Beautiful Furnished Room in SOHO,146825,Masaki,Manhattan,Nolita,40.72061,-73.99472,Private room,80,6,3,2016-03-26,0.07,1,0
5012,3603426,Brooklyn Getaway-Special Discount,18156556,Rachel,Brooklyn,Bedford-Stuyvesant,40.68274,-73.91856,Entire home/apt,97,3,15,2018-09-30,0.25,1,0
5013,3604145,UNIQUE APT COZY APARTMANT,11430190,Maria,Brooklyn,Bedford-Stuyvesant,40.69576,-73.94082,Entire home/apt,90,2,51,2018-10-29,0.86,1,179
5014,3605388,Serengeti Comfy APT,14157138,Justa,Brooklyn,Brownsville,40.66748,-73.92554,Entire home/apt,70,2,56,2018-10-29,0.94,1,1
5018,3605896,Clean Private Room in Renovated Apartment,1921498,Pedro Pablo,Manhattan,Washington Heights,40.844640000000005,-73.9355,Private room,59,9,26,2019-05-25,0.44,3,109
5019,3608353,Prospect Park South,18183144,Timothy,Brooklyn,Flatbush,40.64802,-73.97095,Private room,91,3,33,2019-07-01,0.65,1,90
5024,3613839,Cozy  and sunny room in Manhattan,17450462,Esther,Manhattan,Harlem,40.82544,-73.9402,Private room,65,7,45,2019-06-09,0.92,1,290
5025,3614113,Private Room in East Village Manhattan,2033003,Darren,Manhattan,East Village,40.729659999999996,-73.98515,Private room,65,2,13,2019-05-05,0.28,2,157
5029,3616003,Large Clean Apt in Ditmas Park,18219988,Deanna,Brooklyn,Flatbush,40.63981,-73.95711999999999,Entire home/apt,80,2,103,2019-05-27,1.7,1,0
5030,3616173,PRIVATE BEDROOM YOU'LL LOVE,2383619,Elma,Brooklyn,Carroll Gardens,40.68184,-73.99308,Private room,80,21,88,2018-04-02,1.5,1,364
5033,3617498,"Comfy, convenient bedroom in Bklyn!",6643482,Andy,Brooklyn,Prospect-Lefferts Gardens,40.65554,-73.96046,Private room,80,2,122,2019-06-06,2.07,1,227
5034,3619399,Best Cozy & Modern Room in Town,17619450,Sean,Brooklyn,Flatbush,40.636309999999995,-73.95313,Private room,69,1,4,2015-10-20,0.09,1,0
5035,3623158,Private bedroom apartment 5A#1,18212433,Veronique Camille,Manhattan,East Harlem,40.7946,-73.94105,Private room,75,30,2,2018-08-05,0.04,8,352
5036,3623201,Charming brownstone top floor 1BD,14273136,Allegra,Brooklyn,Park Slope,40.66981,-73.98461999999999,Entire home/apt,94,10,26,2019-06-22,0.52,1,0
5039,3624380,Private bedroom apartment 4B/2,18212433,Veronique Camille,Manhattan,East Harlem,40.7942,-73.94136,Private room,58,21,2,2017-07-04,0.04,8,331
5041,3624653,S 2/Bedford Well-Lit Private Room,6472334,Matthew,Brooklyn,Williamsburg,40.71286,-73.96244,Private room,69,2,11,2016-04-29,0.18,2,0
5045,3625870,Modern Style Meets Old World,18264329,Joaquin,Brooklyn,Sunset Park,40.64894,-74.00621,Private room,85,3,47,2019-06-23,0.81,1,299
5046,3626302,Beautiful Clean & Quiet Room! Rm#2,11674837,Christopher,Queens,Ridgewood,40.70554,-73.90729,Private room,59,1,173,2019-06-19,2.87,3,352
5049,3626699,Vintage NY apt - 15min from Midtown,12306481,Pao,Queens,Sunnyside,40.74365,-73.91632,Entire home/apt,95,30,8,2018-11-21,0.16,3,332
5054,3628328,2BR Apartment in Doorman Building,1279211,Aldo,Bronx,Concourse Village,40.826029999999996,-73.92312,Entire home/apt,87,6,11,2019-06-04,0.28,1,0
5058,3629580,Upper East Renovated 1 Bedroom,18289867,Dan,Manhattan,East Harlem,40.79032,-73.94523000000001,Private room,55,1,3,2014-08-27,0.05,1,0
5059,3630304,Spacious Bedroom 15 mins from NYC!,18297103,Beatriz,Queens,Sunnyside,40.74269,-73.91518,Private room,80,1,57,2019-06-08,0.97,1,253
5060,3630309,1BR Comfy Apt - 15min from Midtown,12306481,Pao,Queens,Sunnyside,40.74493,-73.91528000000001,Entire home/apt,95,30,10,2019-04-19,0.28,3,332
5065,3636601,"Sunny and Quiet private apartment, great location!",7245581,Michael,Manhattan,Chelsea,40.74994,-73.99611999999999,Entire home/apt,95,75,13,2019-04-30,0.23,19,245
5067,3637029,Cozy Wiliamsburg!,18343265,Melissa,Brooklyn,Bushwick,40.69942,-73.91209,Private room,65,4,18,2015-12-22,0.3,1,0
5069,3638852,Sunny room in Alphabet City,3563235,Andra,Manhattan,East Village,40.72135,-73.98,Private room,85,5,12,2016-09-06,0.2,1,0
5073,3642801,"Cozy Brooklyn  studio, 30 min to Manhattan",2052361,Katya,Brooklyn,Prospect-Lefferts Gardens,40.6553,-73.95815999999999,Entire home/apt,80,3,24,2019-06-23,0.4,3,19
5074,3643392,Relaxed Elegance in a Brownstone,18397763,Seun And Marie,Brooklyn,Bedford-Stuyvesant,40.68635,-73.93245999999999,Private room,69,2,56,2019-07-02,0.95,7,66
5076,3644017,"Lovely, quiet, private, close to everything",5909599,Danica,Queens,Ditmars Steinway,40.775909999999996,-73.9145,Private room,85,1,31,2019-06-04,0.51,2,84
5077,3644037,Bright & Modern Apt. in Brooklyn NY,14945045,Anna,Brooklyn,Bay Ridge,40.63777,-74.02497,Entire home/apt,95,3,2,2015-08-23,0.03,1,0
5080,3646059,Quiet Room in East Williamsburg,17525930,Jillian,Brooklyn,Williamsburg,40.71566,-73.941,Private room,65,1,35,2016-11-13,0.88,1,0
5085,3654510,"Sunny, spacious room in 3BR apt",7920086,Susan,Manhattan,East Harlem,40.78698,-73.944,Private room,75,11,14,2018-03-15,0.23,3,0
5088,3655367,Sunny/Cozy 1BD,18495460,Frank,Brooklyn,Crown Heights,40.6737,-73.95335,Entire home/apt,81,30,99,2019-01-06,1.67,3,318
5089,3659544,Home Away from Home-Room in Midtown,12327430,Marco,Manhattan,Hell's Kitchen,40.76625,-73.99387,Private room,69,3,168,2019-06-23,2.88,2,129
5091,3661168,Private Room in Williamsburg,3344830,Caitlin,Brooklyn,Williamsburg,40.71202,-73.96665,Private room,65,5,2,2015-01-04,0.03,1,0
5102,3664439,"Murray Hill, The Heart of Manhattan",6913016,Alicia,Manhattan,Midtown,40.749109999999995,-73.98201999999999,Private room,95,3,67,2019-06-11,1.65,1,355
5105,3666709,Cozy Private UES Studio Apt!,18594426,Amanda,Manhattan,Upper East Side,40.7729,-73.95276,Entire home/apt,99,3,9,2019-05-30,0.15,1,0
5107,3672455,Private RM | Queens | 20min to city,6966831,Victoria,Queens,Sunnyside,40.74532,-73.91974,Private room,75,2,3,2015-07-23,0.06,1,0
5109,3674757,Cozy Vintage Artist Flat(Williamsburg/Bushwick),2702080,Drew & Kristen,Brooklyn,Bedford-Stuyvesant,40.6916,-73.94714,Private room,77,2,145,2019-06-02,2.42,1,365
5111,3677769,Beautiful Large Sunny Bedroom,18681479,Pamela,Queens,Sunnyside,40.741890000000005,-73.92375,Private room,75,2,111,2019-06-24,1.89,1,348
5113,3678064,Per/night Room Brklyn New York,2120259,Sue,Brooklyn,Crown Heights,40.66709,-73.9514,Private room,55,4,27,2019-07-05,0.46,4,261
5114,3678796,beautiful brownstone,18693665,Linda Green And Norga,Brooklyn,Bedford-Stuyvesant,40.68138,-73.95018,Entire home/apt,99,2,216,2019-06-24,3.61,1,321
5116,3678990,Sunny Warm Quiet NYC Retreat,7474069,Carrie,Manhattan,Washington Heights,40.84686,-73.94181,Private room,70,2,277,2019-06-13,4.67,3,244
5119,3684144,(Hidden by Airbnb) ! BrooklynCleanRoom!!,2955491,Natsuko,Brooklyn,Bushwick,40.69753,-73.93619,Private room,55,2,20,2019-06-25,0.41,1,19
5122,3685704,Private Apt. in Brooklyn Brownstone + Garden,2640773,Nick,Brooklyn,Bedford-Stuyvesant,40.68822,-73.94357,Entire home/apt,95,2,116,2019-05-29,2.18,1,226
5126,3687227,"spacious, quiet room w/private bath: BK brownstone",4765290,Emily,Brooklyn,Bedford-Stuyvesant,40.68769,-73.95333000000001,Private room,65,2,3,2016-08-08,0.06,1,0
5128,3688197,Peaceful and breezy one bedroom,11371357,Julienne,Brooklyn,Kensington,40.646440000000005,-73.9756,Entire home/apt,95,1,10,2018-12-29,0.21,1,0
5135,3696043,Weeklong Discounted Bklyn Apt by Train & Near Dwtn,807340,Kevin,Brooklyn,Brownsville,40.66827,-73.92509,Entire home/apt,75,1,135,2019-07-01,2.27,1,174
5137,3697432,Experience NYC to the fullest @UES!,18836774,Jime,Manhattan,Upper East Side,40.775420000000004,-73.95437,Private room,73,4,48,2019-01-19,0.8,5,153
5138,3698111,Your NYC home in the Upper East Side!,18836774,Jime,Manhattan,Upper East Side,40.77579,-73.9557,Private room,87,3,61,2019-05-29,1.01,5,132
5139,3698241,Your NYC headquarters @ the Upper East Side!,18836774,Jime,Manhattan,Upper East Side,40.77688,-73.95616,Private room,74,3,60,2019-06-27,1.0,5,169
5140,3698367,Amazing Location!,5465947,Rose,Brooklyn,Prospect Heights,40.67948,-73.97219,Private room,65,1,6,2015-08-21,0.12,1,0
5142,3701708,Quaint Room in Brooklyn,18866837,Barbara,Brooklyn,Park Slope,40.679159999999996,-73.97454,Private room,65,60,2,2016-09-07,0.03,1,0
5147,3703805,Cozy spacious room in Crown Heights,6932160,Terry,Brooklyn,Crown Heights,40.66935,-73.9485,Private room,99,5,27,2018-10-25,0.7,1,365
